Date,Ticker,Close,High,Low,Open,Volume
2020-01-02,AAPL,72.46824645996094,72.52856629098083,71.2232442641189,71.47658460909824,135480400
2020-01-03,AAPL,71.76371765136719,72.52374615608241,71.53932961570813,71.6961597256872,146322800
2020-01-06,AAPL,72.33555603027344,72.3741616151194,70.63453932655295,70.88547194642054,118387200
2020-01-07,AAPL,71.99536895751953,72.60097528872254,71.77580380389517,72.34521969510813,108872000
2020-01-08,AAPL,73.15349578857422,73.45509501348069,71.69858142215591,71.69858142215591,132079200
2020-01-09,AAPL,74.70735931396484,74.90037993391,73.8797725451346,74.13069787841037,170108400
2020-01-10,AAPL,74.87622833251953,75.44082857328132,74.37437045138542,74.94137847897954,140644800
2020-01-13,AAPL,76.47591400146484,76.50245856347271,75.07408132346671,75.19231323252647,121532000
2020-01-14,AAPL,75.44324493408203,76.62310479558539,75.32019744072484,76.4131928848304,161954400
2020-01-15,AAPL,75.11992645263672,76.12364962606802,74.68803427101611,75.24298130114484,121923600
2020-01-16,AAPL,76.06090545654297,76.17189926714461,75.3008769215495,75.66279597280943,108829200
2020-01-17,AAPL,76.90296936035156,76.90537714681764,76.00299474011516,76.30941686178534,137816400
2020-01-21,AAPL,76.3818130493164,76.97294309653658,76.24428203921465,76.53140508279039,110843200
2020-01-22,AAPL,76.65446472167969,77.20698922015548,76.56036222573736,76.8667843985574,101832400
2020-01-23,AAPL,77.02362823486328,77.10324719984139,76.15984382890906,76.70755279875391,104472000
2020-01-24,AAPL,76.80164337158203,78.01286327957854,76.61103058846822,77.26972598534742,146537600
2020-01-27,AAPL,74.54325866699219,75.223660842835,73.56124993820636,74.81107521306389,161940000
2020-01-28,AAPL,76.65206909179688,76.82337543965487,75.32503211623879,75.42395757437212,162234000
2020-01-29,AAPL,78.25655364990234,79.103446634538,77.54236874294361,78.28309821074268,216229200
2020-01-30,AAPL,78.1431655883789,78.19624735599628,76.90781612011679,77.33970834921887,126743200
2020-01-31,AAPL,74.67839813232422,77.85604407632879,74.38403693557139,77.43380507723946,199588400
2020-02-03,AAPL,74.47329711914062,75.63867332859459,72.91945726436026,73.42131515382538,173788400
2020-02-04,AAPL,76.93192291259766,77.1225356625265,75.67244439973094,76.07779194419663,136616400
2020-02-05,AAPL,77.55925750732422,78.35789164403798,76.95605907395962,78.0587002140709,118826800
2020-02-06,AAPL,78.46647644042969,78.46889159082244,77.27214775489887,77.8295026141326,105425600
2020-02-07,AAPL,77.39993286132812,78.21497331631122,76.90897335807695,77.96586593053827,117684000
2020-02-10,AAPL,77.76750183105469,77.76750183105469,75.90524599878522,75.98505390529154,109348800
2020-02-11,AAPL,77.2983169555664,78.33586413946524,77.08065162389036,78.26331148915241,94323200
2020-02-12,AAPL,79.13397979736328,79.13881418044723,77.74816513747918,77.74816513747918,113730400
2020-02-13,AAPL,78.57044982910156,78.89695147104912,78.20283748467311,78.40599225770488,94747600
2020-02-14,AAPL,78.58980560302734,78.83891285274403,78.08191495757227,78.53901137196604,80113600
2020-02-18,AAPL,77.1507797241211,77.3321687046637,76.08904601525819,76.2704349958008,152531200
2020-02-19,AAPL,78.26815032958984,78.49791270322793,77.39264718918032,77.39264718918032,93984000
2020-02-20,AAPL,77.46519470214844,78.51725240619737,76.95972489443142,78.02871401030635,100566000
2020-02-21,AAPL,75.71177673339844,77.50148770003717,75.09505699539346,77.05889434201991,129554000
2020-02-24,AAPL,72.11542510986328,73.56653705998549,69.95085421270655,71.89292541072396,222195200
2020-02-25,AAPL,69.67272186279297,73.16748626275555,69.20111488480276,72.7853633450679,230673600
2020-02-26,AAPL,70.7779769897461,72.0428654399997,69.29058886204834,69.29784412586203,198054800
2020-02-27,AAPL,66.15138244628906,69.16969925255808,66.01594586338662,67.98462546179165,320605600
2020-02-28,AAPL,66.11268615722656,67.33404368409374,62.00362136219087,62.2188732727871,426510000
2020-03-02,AAPL,72.26780700683594,72.90387904877242,67.16714840245746,68.26999310714803,341397200
2020-03-03,AAPL,69.97262573242188,73.52301148955354,69.12130192834442,73.4432035732901,319475600
2020-03-04,AAPL,73.21827697753906,73.37790019382146,70.89408264604006,71.6946122287109,219178400
2020-03-05,AAPL,70.84329223632812,72.4467648225109,70.47809334857007,71.47210154193513,187572800
2020-03-06,AAPL,69.90247344970703,70.33539053552722,68.01603106687887,68.20225442366566,226176800
2020-03-09,AAPL,64.37374877929688,67.25662042749718,63.6070747073531,63.78846370366684,286744800
2020-03-10,AAPL,69.01004028320312,69.27607892653965,65.1476640243261,67.02685855623419,285290000
2020-03-11,AAPL,66.6133041381836,68.0136294855381,65.74989060302927,67.08733944027128,255598800
2020-03-12,AAPL,60.034912109375,65.3000304093908,59.97928719084785,61.899592379271795,418474000
2020-03-13,AAPL,67.22760009765625,67.69921444547847,61.17646208174082,64.06417921518192,370732000
2020-03-16,AAPL,58.57897186279297,62.65901004477626,58.044477343492844,58.51608798383502,322423600
2020-03-17,AAPL,61.15470504760742,62.30349851090025,57.65752303606562,59.86079519838787,324056000
2020-03-18,AAPL,59.65763854980469,60.46300623570861,57.347950973526814,57.98886105384675,300233600
2020-03-19,AAPL,59.200538635253906,61.14986537455913,58.6757201816232,59.83177257079482,271857200
2020-03-20,AAPL,55.4421501159668,60.905585546401824,55.14225232740792,59.78097160708233,401693200
2020-03-23,AAPL,54.26433563232422,55.263185639015276,51.420157253571155,55.16160823517076,336752800
2020-03-24,AAPL,59.70842361450195,59.904323146252956,56.66592497733461,57.16413951249609,287531200
2020-03-25,AAPL,59.37949752807617,62.4582721154087,59.084437825370244,60.64438231534842,303602000
2020-03-26,AAPL,62.50423049926758,62.56227261652978,59.582657941818766,59.62135514690596,252087200
2020-03-27,AAPL,59.91641616821289,61.882670430565696,59.74953769675213,61.12809336695391,204216800
2020-03-30,AAPL,61.626304626464844,61.79802116213787,60.317884482413085,60.64196895182637,167976400
2020-03-31,AAPL,61.500545501708984,63.483731229594824,60.94670602705082,61.8173747321562,197002000
2020-04-01,AAPL,58.26456832885742,60.15343192722889,57.83407204839957,59.61652017243426,176218400
2020-04-02,AAPL,59.236812591552734,59.29002033037774,57.294741195546685,58.12671272222617,165934000
2020-04-03,AAPL,58.385498046875,59.423041606914005,57.795378517377415,58.721672212892855,129880000
2020-04-06,AAPL,63.4788818359375,63.633663246501584,60.313040684944006,60.68065299317754,201820400
2020-04-07,AAPL,62.743675231933594,65.71120459358438,62.63968062235487,65.49353184513188,202887200
2020-04-08,AAPL,64.34957885742188,64.66398358059458,63.179015782136176,63.54420737089297,168895200
2020-04-09,AAPL,64.81392669677734,65.31698307985819,64.0182387887634,64.98564696158498,161834800
2020-04-13,AAPL,66.08605194091797,66.19488828158737,64.29150704508059,64.89130259807796,131022800
2020-04-14,AAPL,69.42362213134766,69.71384751910844,67.24695386535642,67.71856827528313,194994800
2020-04-15,AAPL,68.78997039794922,69.2494877739681,67.87093564591146,68.29901107744294,131154400
2020-04-16,AAPL,69.3365478515625,69.70174671960459,68.28691109689659,69.50342631571836,157125200
2020-04-17,AAPL,68.39572143554688,69.3994128288532,66.95912041063343,68.85282511653526,215250000
2020-04-20,AAPL,66.97606658935547,68.12486348645393,66.95672167861267,67.22276033093017,130015200
2020-04-21,AAPL,64.90584564208984,67.05349342951538,64.19479989136813,66.81889660181822,180991600
2020-04-22,AAPL,66.77534484863281,67.21067553657838,65.8321234375921,66.1731282940646,116862400
2020-04-23,AAPL,66.51656341552734,68.14180934991,66.47786620509702,66.7197182347329,124814400
2020-04-24,AAPL,68.43685913085938,68.44653527723898,66.99300242947831,67.04137578063921,126161200
2020-04-27,AAPL,68.4852523803711,68.81658852795512,67.7064884371288,68.15390885204779,117087600
2020-04-28,AAPL,67.37513732910156,69.1285646001926,67.28323975471295,68.94717557214871,112004800
2020-04-29,AAPL,69.58808135986328,70.05727484881541,68.65937052894684,68.86252533126566,137280800
2020-04-30,AAPL,71.05612182617188,71.2326764610738,69.7380327214539,70.12741093803704,183064000
2020-05-01,AAPL,69.91217041015625,72.31375937660403,69.13340655240944,69.23014589148127,240616800
2020-05-04,AAPL,70.90131378173828,71.02949501139257,69.24704744062551,69.93632692793965,133568000
2020-05-05,AAPL,71.96546936035156,72.79744070168688,71.21572680056569,71.36083945419138,147751200
2020-05-06,AAPL,72.70796966552734,73.33919985774601,72.28230777359485,72.66685157702763,142333600
2020-05-07,AAPL,73.46012115478516,73.80597511019377,73.03204578911914,73.33436077692376,115215200
2020-05-08,AAPL,75.20861053466797,75.26196230929314,73.79237217273885,74.119757726088,133838400
2020-05-11,AAPL,76.39202880859375,76.88673708897407,74.50774723825187,74.71630682370795,145946400
2020-05-12,AAPL,75.51898956298828,77.52694413747827,75.39773624955116,77.07587796312045,162301200
2020-05-13,AAPL,74.60718536376953,76.61999543008798,73.53045501521297,75.69846552238357,200622400
2020-05-14,AAPL,75.06550598144531,75.12613264028523,73.12302546398516,73.84569790161457,158929200
2020-05-15,AAPL,74.62171936035156,74.66779621600826,72.80291948142614,72.83687396484294,166348400
2020-05-18,AAPL,76.37991333007812,76.7533757455592,75.2546860142826,75.9458316362108,135178400
2020-05-19,AAPL,75.93856811523438,77.24324822854166,75.90704105325906,76.39690202959888,101729600
2020-05-20,AAPL,77.41542053222656,77.48574215036817,76.75822201252429,76.79702397462873,111504800
2020-05-21,AAPL,76.83824920654297,77.81797834459402,76.60058997680626,77.27718574052247,102688800
2020-05-22,AAPL,77.33296203613281,77.41541342276373,76.47448628011443,76.57633494565745,81803200
2020-05-26,AAPL,76.80914306640625,78.63036319231934,76.75336386600556,78.4509106181763,125522000
2020-05-27,AAPL,77.14378356933594,77.28928903323622,75.92640290282476,76.66605259401979,112945200
2020-05-28,AAPL,77.17776489257812,78.43637538186252,76.54239845998111,76.81885227689466,133560800
2020-05-29,AAPL,77.10258483886719,77.88102931454405,76.74609967511876,77.42026804049199,153532400
2020-06-01,AAPL,78.05078887939453,78.17204223872224,76.92555415248881,77.05650985276371,80791200
2020-06-02,AAPL,78.412109375,78.43636152325215,77.34265402331467,77.78401795906733,87642800
2020-06-03,AAPL,78.84376525878906,79.10567659978926,78.15989469149704,78.73221426577138,104491200
2020-06-04,AAPL,78.16475677490234,78.96502587807994,77.79129440641832,78.66674739088378,87560400
