,ticker,entry_date,exit_date,entry_price,exit_price,shares,pnl
0,SPY,2021-02-25,2021-03-10,356.8960266113281,363.6636657714844,10,67.6763916015625
1,JNJ,2021-02-23,2021-03-15,140.06394958496094,140.04647827148438,10,-0.174713134765625
2,AAPL,2021-03-18,2021-04-05,117.50553131103516,122.74078369140624,10,52.352523803710795
3,JNJ,2021-04-09,2021-04-20,140.77105712890625,145.3368377685547,10,45.657806396484375
4,JNJ,2021-04-27,2021-05-04,142.45591735839844,146.46302795410156,10,40.07110595703125
5,SPY,2021-05-11,2021-05-14,387.9215698242187,390.1412353515625,10,22.19665527343807
6,AAPL,2021-05-04,2021-06-14,124.64186096191406,127.42194366455078,10,27.800827026367188
7,JNJ,2021-06-07,2021-07-02,144.8029327392578,148.439697265625,10,36.367645263671875
8,AAPL,2021-08-02,2021-08-16,142.10943603515625,147.79931640625,10,56.8988037109375
9,AAPL,2021-08-18,2021-08-30,143.1439208984375,149.7553253173828,10,66.11404418945312
10,SPY,2021-07-19,2021-10-07,399.3008728027344,413.484375,10,141.83502197265625
11,AAPL,2021-09-17,2021-10-18,142.8504638671875,143.3297119140625,10,4.79248046875
12,JNJ,2021-09-09,2021-10-26,148.51768493652344,146.4675750732422,10,-20.5010986328125
13,AAPL,2021-11-10,2021-11-17,144.88076782226562,150.33633422851562,10,54.5556640625
14,SPY,2021-11-26,2021-12-07,432.6286926269531,441.4043884277344,10,87.7569580078125
15,JNJ,2021-11-30,2021-12-08,138.69252014160156,146.1728057861328,10,74.8028564453125
