,ticker,entry_date,exit_date,entry_price,exit_price,shares,pnl
0,AAPL,2020-01-31,2020-02-06,74.67839050292969,78.46647644042969,10,37.880859375
1,JNJ,2020-02-24,2020-04-02,124.0253677368164,113.17920684814452,10,-108.46160888671889
2,AAPL,2020-02-24,2020-04-07,72.11541748046875,62.74365997314453,10,-93.71757507324219
3,SPY,2020-02-25,2020-04-07,286.50103759765625,244.38412475585935,10,-421.16912841796903
4,SPY,2020-05-13,2020-05-18,259.5652770996094,271.9167785644531,10,123.5150146484375
5,SPY,2020-06-11,2020-06-16,277.08782958984375,288.4714050292969,10,113.83575439453125
6,SPY,2020-06-26,2020-07-06,277.78875732421875,293.5274658203125,10,157.3870849609375
7,JNJ,2020-06-11,2020-07-13,120.57135009765624,124.28599548339844,10,37.14645385742202
8,AAPL,2020-07-23,2020-07-31,90.06214904785156,103.0750503540039,10,130.12901306152344
9,JNJ,2020-07-31,2020-08-20,124.75669860839844,129.60116577148438,10,48.444671630859375
10,AAPL,2020-09-08,2020-09-30,109.63573455810548,112.54135131835938,10,29.05616760253892
11,JNJ,2020-09-03,2020-09-30,128.8525848388672,128.27528381347656,10,-5.77301025390625
12,AAPL,2020-10-02,2020-10-05,109.83008575439452,113.21188354492188,10,33.81797790527358
13,SPY,2020-09-08,2020-10-05,308.4884948730469,315.81170654296875,10,73.23211669921875
14,SPY,2020-10-26,2020-11-04,315.4678039550781,319.3252258300781,10,38.57421875
15,AAPL,2020-10-28,2020-11-06,108.06143951416016,115.53905487060548,10,74.77615356445327
16,JNJ,2020-10-19,2020-11-10,124.34635925292967,127.75830841064452,10,34.11949157714844
17,AAPL,2020-11-23,2020-12-01,110.82752990722656,119.46207427978516,10,86.34544372558594
