,Cash,Portfolio_value,AAPL,JNJ,SPY,Daily_Return,Rolling_Max,Drawdown
2021-10-25,8855.034141540527,10304.952507019043,0.0,10.0,0.0,0.0003087966364450079,10607.425346374512,-0.028515198502796935
2021-10-26,10319.70989227295,10319.70989227295,0.0,0.0,0.0,0.0014320672748229235,10607.425346374512,-0.027123966910584964
2021-10-27,10319.70989227295,10319.70989227295,0.0,0.0,0.0,0.0,10607.425346374512,-0.027123966910584964
2021-10-28,10319.70989227295,10319.70989227295,0.0,0.0,0.0,0.0,10607.425346374512,-0.027123966910584964
2021-10-29,10319.70989227295,10319.70989227295,0.0,0.0,0.0,0.0,10607.425346374512,-0.027123966910584964
2021-11-01,10319.70989227295,10319.70989227295,0.0,0.0,0.0,0.0,10607.425346374512,-0.027123966910584964
2021-11-02,10319.70989227295,10319.70989227295,0.0,0.0,0.0,0.0,10607.425346374512,-0.027123966910584964
2021-11-03,10319.70989227295,10319.70989227295,0.0,0.0,0.0,0.0,10607.425346374512,-0.027123966910584964
2021-11-04,10319.70989227295,10319.70989227295,0.0,0.0,0.0,0.0,10607.425346374512,-0.027123966910584964
2021-11-05,10319.70989227295,10319.70989227295,0.0,0.0,0.0,0.0,10607.425346374512,-0.027123966910584964
2021-11-08,10319.70989227295,10319.70989227295,0.0,0.0,0.0,0.0,10607.425346374512,-0.027123966910584964
2021-11-09,8883.66512298584,10319.70989227295,0.0,10.0,0.0,0.0,10607.425346374512,-0.027123966910584964
2021-11-10,7434.857444763184,10335.262413024902,10.0,10.0,0.0,0.0015070695702015247,10607.425346374512,-0.02565777504553745
2021-11-11,7434.857444763184,10324.08016204834,10.0,10.0,0.0,-0.0010819513360851296,10607.425346374512,-0.026711965917631066
2021-11-12,7434.857444763184,10362.076072692871,10.0,10.0,0.0,0.0036803192195471457,10607.425346374512,-0.02312995525964253
2021-11-15,7434.857444763184,10349.007682800293,10.0,10.0,0.0,-0.0012611748650462884,10607.425346374512,-0.02436195920648574
2021-11-16,7434.857444763184,10351.291007995605,10.0,10.0,0.0,0.0002206322833355756,10607.425346374512,-0.02414670195783653
2021-11-17,8938.22078704834,10381.06990814209,0.0,10.0,0.0,0.0028768295784054043,10607.425346374512,-0.021339338325844302
2021-11-18,8938.22078704834,10373.293418884277,0.0,10.0,0.0,-0.0007491028696101631,10607.425346374512,-0.02207245583587895
2021-11-19,8938.22078704834,10377.623710632324,0.0,10.0,0.0,0.0004174461835007026,10607.425346374512,-0.021664223714827357
2021-11-22,8938.22078704834,10358.678092956543,0.0,10.0,0.0,-0.0018256219539325436,10607.425346374512,-0.023450294986331204
2021-11-23,8938.22078704834,10367.483940124512,0.0,10.0,0.0,0.0008500937174558132,10607.425346374512,-0.02262013621731583
2021-11-24,8938.22078704834,10363.481407165527,0.0,10.0,0.0,-0.0003860659907553021,10607.425346374512,-0.022997469342771422
2021-11-26,4611.933860778809,10354.230766296387,0.0,10.0,10.0,-0.0008926190442860582,10607.425346374512,-0.023869560407951757
2021-11-29,4611.933860778809,10412.191734313965,0.0,10.0,10.0,0.005597805315122439,10607.425346374512,-0.018405372244950594
2021-11-30,3225.008659362793,10293.00365447998,0.0,20.0,10.0,-0.011446973209415012,10607.425346374512,-0.029641659651368345
2021-12-01,3225.008659362793,10283.55266571045,0.0,20.0,10.0,-0.0009181954157198025,10607.425346374512,-0.030532638231081988
