Date,Ticker,Close,High,Low,Open,Volume
2020-01-02,AAPL,72.46825408935547,72.52857392672578,71.22325176244068,71.47659213409148,135480400
2020-01-02,JNJ,123.29019927978516,123.33243320568954,122.53848179543208,123.20573142797637,5777000
2020-01-02,SPY,297.698974609375,297.71731977517936,295.5546875996484,296.4802235866316,59151200
2020-01-03,AAPL,71.76371765136719,72.52374615608241,71.53932961570813,71.6961597256872,146322800
2020-01-03,JNJ,121.86274719238281,122.78338726230807,120.78162597691468,121.20393935445634,5752400
2020-01-03,SPY,295.4447021484375,296.5718391025249,294.244268433237,294.2992479953691,77709700
2020-01-06,AAPL,72.33556365966797,72.37416924858576,70.63454677653742,70.88547942287144,118387200
2020-01-06,JNJ,121.71073913574219,121.79519409134943,120.6549555307756,121.62627129215147,7731300
2020-01-06,SPY,296.5718688964844,296.6543382479676,293.5661700502953,293.68530176861276,55653900
2020-01-07,AAPL,71.99536895751953,72.60097528872254,71.77580380389517,72.34521969510813,108872000
2020-01-07,JNJ,122.4540023803711,122.85097804801367,119.41335332215262,121.63471326953288,7382900
2020-01-07,SPY,295.7379150390625,296.48016701752937,295.28887804040966,296.00364024060696,40496400
2020-01-08,AAPL,73.15349578857422,73.45509501348069,71.69858142215591,71.69858142215591,132079200
2020-01-08,JNJ,122.43710327148438,123.29861330472568,121.37286528409643,122.36107706668393,6605800
2020-01-08,SPY,297.31414794921875,298.5328990962051,295.6830220422805,295.9304301191349,68296000
2020-01-09,SPY,299.33013916015625,299.40346390249715,298.2946439048552,298.88112998280087,48473300
2020-01-09,JNJ,122.80032348632812,123.34088427049356,122.46247782921937,123.11283136355301,6112700
2020-01-09,AAPL,74.70732879638672,74.90034933748393,73.8797423656215,74.13066759639553,170108400
2020-01-10,AAPL,74.876220703125,75.44082088635776,74.3743628731269,74.94137084294664,140644800
2020-01-10,JNJ,122.52155303955078,123.46753086571955,122.38640966781773,123.10434755316592,5042600
2020-01-10,SPY,298.4687805175781,300.0724168186088,298.0014540976122,299.91665066701944,53029300
2020-01-13,AAPL,76.47589874267578,76.50244329938738,75.07406634437707,75.19229822984673,121532000
2020-01-13,JNJ,123.06212615966797,123.13813948100893,122.23439547755142,122.87630722662388,4593200
2020-01-13,SPY,300.52142333984375,300.5305679585822,298.6612065390366,299.0918985059818,47086800
2020-01-14,SPY,300.0632629394531,301.13539265854723,299.50426661844074,300.0815801434285,62832800
2020-01-14,JNJ,123.75474548339844,123.83075881649515,122.2428560114463,122.51314282421403,7037500
2020-01-14,AAPL,75.44322967529297,76.62308929816353,75.32018220682278,76.41317742986432,161954400
2020-01-15,AAPL,75.11992645263672,76.12364962606802,74.68803427101611,75.24298130114484,121923600
2020-01-15,JNJ,124.16858673095703,124.49799068203554,123.51823334548327,123.65336384460522,4960300
2020-01-15,SPY,300.7413330078125,301.5019023922084,299.8891216822957,299.9715910397463,72056600
2020-01-16,AAPL,76.06090545654297,76.17189926714461,75.3008769215495,75.66279597280943,108829200
2020-01-16,JNJ,125.17369842529297,125.71425910168895,123.48444470055762,124.51489050368482,6476000
2020-01-16,SPY,303.2430114746094,303.2430114746094,301.89595605653415,302.1250469237905,54050300
2020-01-17,SPY,304.1868591308594,304.3976048271327,303.17885374044386,303.9577682678192,95846000
2020-01-17,JNJ,125.99302673339844,126.19574188314412,124.94568445835975,125.35111475785112,9083600
2020-01-17,AAPL,76.9029769897461,76.90538477645106,76.00300228022495,76.30942443229468,137816400
2020-01-21,AAPL,76.3818130493164,76.97294309653658,76.24428203921465,76.53140508279039,110843200
2020-01-21,JNJ,126.0774917602539,126.8376510006943,125.42712527979643,125.49469699485574,9543900
2020-01-21,SPY,303.59124755859375,304.39765199588476,303.1514109311242,303.2247077139699,77742400
2020-01-22,AAPL,76.65444946289062,77.20697385138125,76.56034698568028,76.86676909750412,101832400
2020-01-22,JNJ,125.21595764160156,126.00145459605434,123.3155468173614,123.90678316286119,10305300
2020-01-22,SPY,303.62786865234375,305.10322838025627,303.4721025230249,304.45259018192024,48914900
2020-01-23,SPY,303.97601318359375,304.3883878250803,301.8592163496941,302.97718061408506,51963000
2020-01-23,JNJ,125.45238494873047,125.65509996768746,123.95739229287233,125.03851328468532,8671900
2020-01-23,AAPL,77.02362060546875,77.1032395625604,76.15983628507468,76.70754520066748,104472000
2020-01-24,AAPL,76.8016357421875,78.01285552986269,76.61102297800898,77.26971830945405,146537600
2020-01-24,JNJ,125.27501678466797,125.80712275032629,124.94560005586165,125.49461504922708,9051900
2020-01-24,SPY,301.27276611328125,304.71830123070856,299.980690444246,304.635831885688,87578400
2020-01-27,AAPL,74.5432357788086,75.2236377457369,73.56122735154429,74.81105224264839,161940000
2020-01-27,JNJ,125.63825988769531,126.23795069804055,124.16016271254595,124.59937233894031,7587100
2020-01-27,SPY,296.44354248046875,297.92804662680606,295.6738006255231,296.01285058916926,84062500
2020-01-28,SPY,299.550048828125,300.4297498723814,296.5352053758519,297.8730881255824,63834000
